"ATTR_DATA_ID","ROLE_MBR_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL","OBJ_ID","VER_NBR"
"KC10000","KC10002","KC69","KC47","000001","AAE016CCF7865107E040DC0A1F8A7C64","1"
"KC10001","KC10003","KC68","KC47","000001","AAE016CCF7885107E040DC0A1F8A7C64","1"
"KC10002","KC10004","KC68","KC47","000001","AAE016CCF78A5107E040DC0A1F8A7C64","1"
"KC10003","KC10005","KC68","KC47","000001","AAE016CCF78C5107E040DC0A1F8A7C64","1"
"KC10004","KC10006","KC68","KC47","000001","AAE016CCF78E5107E040DC0A1F8A7C64","1"
"KC10005","KC10007","KC68","KC47","000001","AAE016CCF7905107E040DC0A1F8A7C64","1"
"KC10006","KC10008","KC69","KC47","000001","AAE016CCF7925107E040DC0A1F8A7C64","1"
"KC10007","KC10008","KC69","KC48","Y","AAE016CCF7935107E040DC0A1F8A7C64","1"
"KC10008","KC10009","KC69","KC47","000001","AAE016CCF7955107E040DC0A1F8A7C64","1"
"KC10009","KC10009","KC69","KC48","Y","AAE016CCF7965107E040DC0A1F8A7C64","1"
"KC10010","KC10010","KC69","KC47","000001","AAE016CCF7985107E040DC0A1F8A7C64","1"
"KC10011","KC10010","KC69","KC48","Y","AAE016CCF7995107E040DC0A1F8A7C64","1"
"KC10012","KC10011","KC69","KC47","000001","AAE016CCF79B5107E040DC0A1F8A7C64","1"
"KC10013","KC10011","KC69","KC48","Y","AAE016CCF79C5107E040DC0A1F8A7C64","1"
"KC10014","KC10012","KC69","KC47","000001","AAE016CCF79E5107E040DC0A1F8A7C64","1"
"KC10015","KC10012","KC69","KC48","Y","AAE016CCF79F5107E040DC0A1F8A7C64","1"
"KC10016","KC10013","KC69","KC47","000001","AAE016CCF7A15107E040DC0A1F8A7C64","1"
"KC10017","KC10013","KC69","KC48","Y","AAE016CCF7A25107E040DC0A1F8A7C64","1"
"KC10018","KC10014","KC69","KC47","000001","AAE016CCF7A45107E040DC0A1F8A7C64","1"
"KC10019","KC10014","KC69","KC48","Y","AAE016CCF7A55107E040DC0A1F8A7C64","1"
"KC10020","KC10015","KC69","KC47","000001","AAE016CCF7A75107E040DC0A1F8A7C64","1"
"KC10021","KC10015","KC69","KC48","Y","AAE016CCF7A85107E040DC0A1F8A7C64","1"
"KC10022","KC10016","KC69","KC47","000001","AAE016CCF7AA5107E040DC0A1F8A7C64","1"
"KC10023","KC10016","KC69","KC48","Y","AAE016CCF7AB5107E040DC0A1F8A7C64","1"
"KC10024","KC10017","KC69","KC47","000001","AAE016CCF7AD5107E040DC0A1F8A7C64","1"
"KC10025","KC10017","KC69","KC48","Y","AAE016CCF7AE5107E040DC0A1F8A7C64","1"
"KC10026","KC10018","KC69","KC47","000001","AAE016CCF7B05107E040DC0A1F8A7C64","1"
"KC10027","KC10018","KC69","KC48","Y","AAE016CCF7B15107E040DC0A1F8A7C64","1"
"KC10028","KC10019","KC69","KC47","IN-CARD","AAE016CCF7B35107E040DC0A1F8A7C64","1"
"KC10029","KC10019","KC69","KC48","Y","AAE016CCF7B45107E040DC0A1F8A7C64","1"
"KC10030","KC10020","KC69","KC47","000001","AAE016CCF7B65107E040DC0A1F8A7C64","1"
"KC10031","KC10020","KC69","KC48","Y","AAE016CCF7B75107E040DC0A1F8A7C64","1"
"KC10032","KC10021","KC69","KC47","000001","AAE016CCF7B95107E040DC0A1F8A7C64","1"
"KC10033","KC10021","KC69","KC48","Y","AAE016CCF7BA5107E040DC0A1F8A7C64","1"
"KC10034","KC10022","KC69","KC47","000001","AAE016CCF7BC5107E040DC0A1F8A7C64","1"
"KC10035","KC10022","KC69","KC48","Y","AAE016CCF7BD5107E040DC0A1F8A7C64","1"
"KC10036","KC10084","KC68","KC47","000001","AAE016CCF7FC5107E040DC0A1F8A7C64","1"
"KC10037","KC10086","KC69","KC47","000001","AAE016CCF7FF5107E040DC0A1F8A7C64","1"
"KC10038","KC10088","KC69","KC47","000001","AAE016CCF8025107E040DC0A1F8A7C64","1"
"KC10039","KC10089","KC69","KC47","000001","AAE016CCF8045107E040DC0A1F8A7C64","1"
"KC10040","KC10091","KC68","KC47","000001","AAE016CCF8075107E040DC0A1F8A7C64","1"
