"ATTR_DATA_ID","OBJ_ID","VER_NBR","PERM_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL"
"950","AA3F29ECA87D77DAE040DC0A1F8A01CC","1","846","3","13","ProposalDevelopmentDocument"
"951","AA3F29ECA87F77DAE040DC0A1F8A01CC","1","847","3","13","ProtocolDocument"
"952","AA3F29ECA88177DAE040DC0A1F8A01CC","1","848","73","13","ProposalDevelopmentDocument"
"953","AA3F29ECA88277DAE040DC0A1F8A01CC","1","848","73","49","proposal"
"954","AA3F29ECA88477DAE040DC0A1F8A01CC","1","849","73","49","budget"
"955","AA3F29ECA88577DAE040DC0A1F8A01CC","1","849","73","13","ProposalDevelopmentDocument"
"956","AA3F29ECA88777DAE040DC0A1F8A01CC","1","850","73","13","ProposalDevelopmentDocument"
"957","AA3F29ECA88877DAE040DC0A1F8A01CC","1","850","73","49","narrative"
"958","AA3F29ECA88A77DAE040DC0A1F8A01CC","1","851","73","13","ProposalDevelopmentDocument"
"959","AA3F29ECA88B77DAE040DC0A1F8A01CC","1","851","73","49","proposal_permissions"
"960","AA3F29ECA88D77DAE040DC0A1F8A01CC","1","852","73","49","protocol"
"961","AA3F29ECA88E77DAE040DC0A1F8A01CC","1","852","73","13","ProtocolDocument"
"962","AA3F29ECA89077DAE040DC0A1F8A01CC","1","853","73","49","protocol_permissions"
"963","AA3F29ECA89177DAE040DC0A1F8A01CC","1","853","73","13","ProtocolDocument"
"964","AA3F29ECA89377DAE040DC0A1F8A01CC","1","854","73","49","committee"
"965","AA3F29ECA89477DAE040DC0A1F8A01CC","1","854","73","13","CommitteeDocument"
"966","AA3F29ECA89677DAE040DC0A1F8A01CC","1","855","73","13","CommitteeDocument"
"967","AA3F29ECA89777DAE040DC0A1F8A01CC","1","855","73","49","schedule"
"968","AA3F29ECA89977DAE040DC0A1F8A01CC","1","856","73","13","CommitteeDocument"
"969","AA3F29ECA89A77DAE040DC0A1F8A01CC","1","856","73","49","members"
"970","AA3F29ECA89C77DAE040DC0A1F8A01CC","1","857","73","49","minutes"
"971","AA3F29ECA89D77DAE040DC0A1F8A01CC","1","857","73","13","MeetingManagementDocument"
"972","AA3F29ECA89F77DAE040DC0A1F8A01CC","1","858","73","49","award"
"973","AA3F29ECA8A077DAE040DC0A1F8A01CC","1","858","73","13","AwardDocument"
"974","AA3F29ECA8A277DAE040DC0A1F8A01CC","1","859","73","13","AwardDocument"
"975","AA3F29ECA8A377DAE040DC0A1F8A01CC","1","859","73","49","attachments"
"976","AA3F29ECA8A577DAE040DC0A1F8A01CC","1","860","73","13","ProposalDevelopmentDocument"
"977","AA3F29ECA8A677DAE040DC0A1F8A01CC","1","860","73","49","proposal"
"978","AA3F29ECA8A877DAE040DC0A1F8A01CC","1","861","73","49","budget"
"979","AA3F29ECA8A977DAE040DC0A1F8A01CC","1","861","73","13","ProposalDevelopmentDocument"
"980","AA3F29ECA8AB77DAE040DC0A1F8A01CC","1","862","73","49","narrative"
"981","AA3F29ECA8AC77DAE040DC0A1F8A01CC","1","862","73","13","ProposalDevelopmentDocument"
"982","AA3F29ECA8AE77DAE040DC0A1F8A01CC","1","863","73","13","ProtocolDocument"
"983","AA3F29ECA8AF77DAE040DC0A1F8A01CC","1","863","73","49","protocol"
"984","AA3F29ECA8B177DAE040DC0A1F8A01CC","1","864","73","49","minutes"
"985","AA3F29ECA8B277DAE040DC0A1F8A01CC","1","864","73","13","MeetingManagementDocument"
"986","AA3F29ECA8B477DAE040DC0A1F8A01CC","1","865","73","49","committee"
"987","AA3F29ECA8B577DAE040DC0A1F8A01CC","1","865","73","13","CommitteeDocument"
"988","AA3F29ECA8B777DAE040DC0A1F8A01CC","1","866","73","13","CommitteeDocument"
"989","AA3F29ECA8B877DAE040DC0A1F8A01CC","1","866","73","49","schedule"
"990","AA3F29ECA8BA77DAE040DC0A1F8A01CC","1","867","73","13","MeetingManagementDocument"
"991","AA3F29ECA8BB77DAE040DC0A1F8A01CC","1","867","73","49","agenda"
"992","AA3F29ECA8BD77DAE040DC0A1F8A01CC","1","868","73","49","award"
"993","AA3F29ECA8BE77DAE040DC0A1F8A01CC","1","868","73","13","AwardDocument"
"994","AA3F29ECA8C077DAE040DC0A1F8A01CC","1","869","73","49","attachments"
"995","AA3F29ECA8C177DAE040DC0A1F8A01CC","1","869","73","13","AwardDocument"
"996","AA3F29ECA8C377DAE040DC0A1F8A01CC","1","870","74","13","ProposalDevelopmentDocument"
"997","AA3F29ECA8C477DAE040DC0A1F8A01CC","1","870","74","50","alter_master_data"
"998","AA3F29ECA8C677DAE040DC0A1F8A01CC","1","871","74","13","ProposalDevelopmentDocument"
"999","AA3F29ECA8C777DAE040DC0A1F8A01CC","1","871","74","50","print"
"1000","AA3F29ECA8C977DAE040DC0A1F8A01CC","1","872","74","50","certify"
"1001","AA3F29ECA8CA77DAE040DC0A1F8A01CC","1","872","74","13","ProposalDevelopmentDocument"
"1002","AA3F29ECA8CC77DAE040DC0A1F8A01CC","1","873","74","13","ProposalDevelopmentDocument"
"1003","AA3F29ECA8CD77DAE040DC0A1F8A01CC","1","873","74","50","submit_to_sponsor"
"1004","AA3F29ECA8CF77DAE040DC0A1F8A01CC","1","874","74","50","add_viewer"
"1005","AA3F29ECA8D077DAE040DC0A1F8A01CC","1","874","74","13","ProposalDevelopmentDocument"
"1006","AA3F29ECA8D277DAE040DC0A1F8A01CC","1","875","74","50","create_ammendment"
"1007","AA3F29ECA8D377DAE040DC0A1F8A01CC","1","875","74","13","ProtocolDocument"
"1008","AA3F29ECA8D577DAE040DC0A1F8A01CC","1","876","74","13","ProtocolDocument"
"1009","AA3F29ECA8D677DAE040DC0A1F8A01CC","1","876","74","50","create_renewal"
"1010","AA3F29ECA8D877DAE040DC0A1F8A01CC","1","877","74","13","ProtocolDocument"
"1011","AA3F29ECA8D977DAE040DC0A1F8A01CC","1","877","74","50","admin_correction"
"1012","AA3F29ECA8DB77DAE040DC0A1F8A01CC","1","878","74","50","modify_submission_details"
"1013","AA3F29ECA8DC77DAE040DC0A1F8A01CC","1","878","74","13","ProtocolDocument"
"1014","AA3F29ECA8DE77DAE040DC0A1F8A01CC","1","879","74","13","ProtocolDocument"
"1015","AA3F29ECA8DF77DAE040DC0A1F8A01CC","1","879","74","50","add_notes"
"1016","AA3F29ECA8E177DAE040DC0A1F8A01CC","1","880","74","13","ProtocolDocument"
"1017","AA3F29ECA8E277DAE040DC0A1F8A01CC","1","880","74","50","view_restricted_notes"
"1018","AA3F29ECA8E477DAE040DC0A1F8A01CC","1","881","74","13","MeetingManagementDocument"
"1019","AA3F29ECA8E577DAE040DC0A1F8A01CC","1","881","74","50","generate_agenda"
"1020","AA3F29ECA8E777DAE040DC0A1F8A01CC","1","882","74","50","generate_minutes"
"1021","AA3F29ECA8E877DAE040DC0A1F8A01CC","1","882","74","13","MeetingManagementDocument"
"1022","AA3F29ECA8EA77DAE040DC0A1F8A01CC","1","883","74","13","CommitteeDocument"
"1023","AA3F29ECA8EB77DAE040DC0A1F8A01CC","1","883","74","50","generate_schedule"
"1024","AA3F29ECA8ED77DAE040DC0A1F8A01CC","1","884","74","50","view_member_details"
"1025","AA3F29ECA8EE77DAE040DC0A1F8A01CC","1","884","74","13","CommitteeDocument"
"1026","AA3F29ECA8F077DAE040DC0A1F8A01CC","1","885","74","13","ProtocolDocument"
"1027","AA3F29ECA8F277DAE040DC0A1F8A01CC","1","886","74","13","ProposalDevelopmentDocument"
"1028","AA3F29ECA8F477DAE040DC0A1F8A01CC","1","887","74","13","ProtocolDocument"
"1029","AA3F29ECA8F677DAE040DC0A1F8A01CC","1","888","3","13","ProposalLogMaintenanceDocument"
"1030","AA3F29ECA8F877DAE040DC0A1F8A01CC","1","889","3","13","ProposalLogMaintenanceDocument"
"1031","AA3F29ECA8FA77DAE040DC0A1F8A01CC","1","890","3","13","ProposalLogMaintenanceDocument"
"1032","AA3F29ECA8FC77DAE040DC0A1F8A01CC","1","891","3","13","QuestionnaireMaintenanceDocument"
"1033","AA3F29ECA8FE77DAE040DC0A1F8A01CC","1","892","3","13","QuestionnaireMaintenanceDocument"
"1034","AA3F29ECA90177DAE040DC0A1F8A01CC","1","894","3","13","KC"
"1035","AA3F29ECA90377DAE040DC0A1F8A01CC","1","895","3","13","KC"
"1036","AA3F29ECA90577DAE040DC0A1F8A01CC","1","896","3","13","KC"
"1037","AA3F29ECA90777DAE040DC0A1F8A01CC","1","897","3","13","KC"
"1038","AA3F29ECA90977DAE040DC0A1F8A01CC","1","898","8","13","KC"
"1039","AA3F29ECA90B77DAE040DC0A1F8A01CC","1","899","59","13","KC"
"1040","AA3F29ECA90C77DAE040DC0A1F8A01CC","1","899","59","8","false"
"1041","AA3F29ECA90E77DAE040DC0A1F8A01CC","1","900","5","14","A"
"1042","AA3F29ECA90F77DAE040DC0A1F8A01CC","1","900","5","13","KC"
"1043","AA3F29ECA91177DAE040DC0A1F8A01CC","1","901","5","14","F"
"1044","AA3F29ECA91277DAE040DC0A1F8A01CC","1","901","5","13","KC"
"1045","AA3F29ECA91477DAE040DC0A1F8A01CC","1","902","5","14","K"
"1046","AA3F29ECA91577DAE040DC0A1F8A01CC","1","902","5","13","KC"
"1047","AA3F29ECA91777DAE040DC0A1F8A01CC","1","903","3","13","KcMaintenanceDocument"
"1048","AA3F29ECA91977DAE040DC0A1F8A01CC","1","904","18","4","KC*"
"1049","AA3F29ECA91B77DAE040DC0A1F8A01CC","1","905","19","4","KC*"
"1050","AA3F29ECA91D77DAE040DC0A1F8A01CC","1","906","20","4","KC*"
"1051","AA3F29ECA91F77DAE040DC0A1F8A01CC","1","907","16","4","KC*"
"1052","AA3F29ECA92377DAE040DC0A1F8A01CC","1","910","3","13","ProposalDevelopmentDocument"
"1053","AA3F29ECA92577DAE040DC0A1F8A01CC","1","911","3","13","ProtocolDocument"
"1054","AA3F29ECA92777DAE040DC0A1F8A01CC","1","912","3","13","CommitteeDocument"
"1055","AA3F29ECA92977DAE040DC0A1F8A01CC","1","913","3","13","AwardDocument"
"1056","AA3F29ECA92B77DAE040DC0A1F8A01CC","1","914","3","13","TimeAndMoneyDocument"
"1057","AA3F29ECA92D77DAE040DC0A1F8A01CC","1","915","3","13","QuestionMaintenanceDocument"
"1058","AA3F29ECA92F77DAE040DC0A1F8A01CC","1","916","3","13","QuestionMaintenanceDocument"
"1059","AA3F29ECA93177DAE040DC0A1F8A01CC","1","917","3","13","ProposalLogMaintenanceDocument"
"1060","AA3F29ECA93377DAE040DC0A1F8A01CC","1","918","3","13","ProposalLogMaintenanceDocument"
"1061","AA3F29ECA93577DAE040DC0A1F8A01CC","1","919","3","13","ProposalLogMaintenanceDocument"
"1062","AA3F29ECA93777DAE040DC0A1F8A01CC","1","920","3","13","InstitutionalProposalDocument"
"1063","AA3F29ECA93977DAE040DC0A1F8A01CC","1","921","3","13","InstitutionalProposalDocument"
"1064","AA3F29ECA93B77DAE040DC0A1F8A01CC","1","922","3","13","InstitutionalProposalDocument"
"1065","AA3F29ECA93D77DAE040DC0A1F8A01CC","1","923","3","13","InstitutionalProposalDocument"
"1066","AA3F29ECA93F77DAE040DC0A1F8A01CC","1","924","3","13","InstitutionalProposalDocument"
"1067","AA3F29ECA94177DAE040DC0A1F8A01CC","1","925","3","13","InstitutionalProposalDocument"
"1068","AA3F29ECA94377DAE040DC0A1F8A01CC","1","926","3","13","IntellectualPropertyReviewMaintenanceDocument"
"1069","AA3F29ECA94577DAE040DC0A1F8A01CC","1","927","3","13","IntellectualPropertyReviewMaintenanceDocument"
"1070","AA3F29ECA94777DAE040DC0A1F8A01CC","1","928","3","13","IntellectualPropertyReviewMaintenanceDocument"
"1071","AA3F29ECA94977DAE040DC0A1F8A01CC","1","929","3","13","IntellectualPropertyReviewMaintenanceDocument"
"1072","AA3F29ECA94B77DAE040DC0A1F8A01CC","1","930","3","13","IntellectualPropertyReviewMaintenanceDocument"
